site_id,nd2_file,frame_index,channel_name,plate,well
T4QJISDXNB,plate_2_B02_GFP.nd2,55,GFP,plate_2,B02
B7OPPZWD4V,plate_2_B02_mitotracker.nd2,69,mitotracker,plate_2,B02
DE8R4K6KKH,plate_2_B03_DAPI.nd2,45,DAPI,plate_2,B03
1QJEBFGK05,plate_2_B03_GFP.nd2,31,GFP,plate_2,B03
HR0WDPPP24,plate_2_B03_mitotracker.nd2,66,mitotracker,plate_2,B03
9JTAU7QJLW,plate_2_B04_DAPI.nd2,72,DAPI,plate_2,B04
66NW0WC0EG,plate_2_B04_GFP.nd2,75,GFP,plate_2,B04
CBR6W6M2BA,plate_2_B04_mitotracker.nd2,69,mitotracker,plate_2,B04
WDPX3GM2QC,plate_2_B05_DAPI.nd2,83,DAPI,plate_2,B05
802BYKM8ST,plate_2_B05_GFP.nd2,87,GFP,plate_2,B05
WU2A3LX2HU,plate_2_B05_mitotracker.nd2,98,mitotracker,plate_2,B05
QBAOC46RIQ,plate_2_B06_DAPI.nd2,59,DAPI,plate_2,B06
T2TXBFT81K,plate_2_B06_GFP.nd2,61,GFP,plate_2,B06
3EDORALPVH,plate_2_B06_mitotracker.nd2,77,mitotracker,plate_2,B06
SUYEYHG1HJ,plate_2_B07_DAPI.nd2,27,DAPI,plate_2,B07
HINGL7MDBX,plate_2_B07_GFP.nd2,94,GFP,plate_2,B07
5XC68GU1FW,plate_2_B07_mitotracker.nd2,23,mitotracker,plate_2,B07
SOMMU8630W,plate_2_B08_DAPI.nd2,55,DAPI,plate_2,B08
TD27RL65B2,plate_2_B08_GFP.nd2,57,GFP,plate_2,B08
H89EM9FSQ4,plate_2_B08_mitotracker.nd2,71,mitotracker,plate_2,B08
XY948BADPT,plate_2_B09_DAPI.nd2,76,DAPI,plate_2,B09
I3QH6YU8UW,plate_2_B09_GFP.nd2,29,GFP,plate_2,B09
8MOFM8K10B,plate_2_B09_mitotracker.nd2,41,mitotracker,plate_2,B09
7KJMK7JIZN,plate_2_B10_DAPI.nd2,92,DAPI,plate_2,B10
O15LNYGRHY,plate_2_B10_GFP.nd2,79,GFP,plate_2,B10
S2WGZ5RIKT,plate_2_B10_mitotracker.nd2,76,mitotracker,plate_2,B10
UPR5YWOTY1,plate_2_B11_DAPI.nd2,6,DAPI,plate_2,B11
4PKGMQY2XC,plate_2_B11_GFP.nd2,69,GFP,plate_2,B11
Z4DBIQ0BL2,plate_2_B11_mitotracker.nd2,86,mitotracker,plate_2,B11
HHOMULTLTF,plate_2_B12_DAPI.nd2,16,DAPI,plate_2,B12
7NZ371BR68,plate_2_B12_GFP.nd2,9,GFP,plate_2,B12
KQBQVTD39M,plate_2_B12_mitotracker.nd2,89,mitotracker,plate_2,B12
JXPMVDWU0B,plate_2_C01_DAPI.nd2,76,DAPI,plate_2,C01
HBP560X086,plate_2_C01_GFP.nd2,42,GFP,plate_2,C01
EORKE9FDXB,plate_2_C01_mitotracker.nd2,3,mitotracker,plate_2,C01
DU0TE3CB49,plate_2_C02_DAPI.nd2,65,DAPI,plate_2,C02
1B5PY8IGOT,plate_2_C02_GFP.nd2,85,GFP,plate_2,C02
UXIULFNA3A,plate_2_C02_mitotracker.nd2,100,mitotracker,plate_2,C02
Z0E7UF680S,plate_2_C03_DAPI.nd2,9,DAPI,plate_2,C03
4IOBY12S5O,plate_2_C03_GFP.nd2,49,GFP,plate_2,C03
QUKB0IHRQC,plate_2_C03_mitotracker.nd2,92,mitotracker,plate_2,C03
D5ZQTTXMNZ,plate_2_C04_DAPI.nd2,88,DAPI,plate_2,C04
BN2DNEUTUN,plate_2_C04_GFP.nd2,62,GFP,plate_2,C04
2IF7IIKQ3O,plate_2_C04_mitotracker.nd2,20,mitotracker,plate_2,C04
FLCWEQWXS1,plate_2_C05_DAPI.nd2,9,DAPI,plate_2,C05
ZJGSUBDZ9F,plate_2_C05_GFP.nd2,11,GFP,plate_2,C05
LYXFR9G5RN,plate_2_C05_mitotracker.nd2,46,mitotracker,plate_2,C05
8O5CHRZ7NJ,plate_2_C06_DAPI.nd2,62,DAPI,plate_2,C06
81BCJJQG7M,plate_2_C06_GFP.nd2,42,GFP,plate_2,C06
4NE9576ZTZ,plate_2_C06_mitotracker.nd2,16,mitotracker,plate_2,C06
TRHHZJWDU3,plate_2_C07_DAPI.nd2,81,DAPI,plate_2,C07
7GTQM9VJC6,plate_2_C07_GFP.nd2,98,GFP,plate_2,C07
TVK37KS9KV,plate_2_C07_mitotracker.nd2,92,mitotracker,plate_2,C07
2921N7JS6S,plate_2_C08_DAPI.nd2,59,DAPI,plate_2,C08
67CZI0P2SR,plate_2_C08_GFP.nd2,9,GFP,plate_2,C08
KN3SJ3C8XR,plate_2_C08_mitotracker.nd2,6,mitotracker,plate_2,C08
K5O67BU64I,plate_2_C09_DAPI.nd2,17,DAPI,plate_2,C09
YSC47Z6GGQ,plate_2_C09_GFP.nd2,62,GFP,plate_2,C09
026RUQFOGA,plate_2_C09_mitotracker.nd2,65,mitotracker,plate_2,C09
GL58M12PFW,plate_2_C10_DAPI.nd2,88,DAPI,plate_2,C10
VES5U4TB3N,plate_2_C10_GFP.nd2,70,GFP,plate_2,C10
GR3K45AYZY,plate_2_C10_mitotracker.nd2,51,mitotracker,plate_2,C10
L2IMY5KGGT,plate_2_C11_DAPI.nd2,66,DAPI,plate_2,C11
D6P8IRVLC4,plate_2_C11_GFP.nd2,80,GFP,plate_2,C11
932DWOMJK8,plate_2_C11_mitotracker.nd2,96,mitotracker,plate_2,C11
1QPJYXHSNY,plate_2_C12_DAPI.nd2,38,DAPI,plate_2,C12
AI63UKJXDO,plate_2_C12_GFP.nd2,28,GFP,plate_2,C12
1VHSCLHQUK,plate_2_C12_mitotracker.nd2,19,mitotracker,plate_2,C12
D22A6BPHUI,plate_2_D01_DAPI.nd2,96,DAPI,plate_2,D01
ILCG05YKJM,plate_2_D01_GFP.nd2,24,GFP,plate_2,D01
K7E8VRVOMR,plate_2_D01_mitotracker.nd2,39,mitotracker,plate_2,D01
9Q71K7N9NN,plate_2_D02_DAPI.nd2,14,DAPI,plate_2,D02
AATKDH5VD3,plate_2_D02_GFP.nd2,39,GFP,plate_2,D02
XGCLIPF7J0,plate_2_D02_mitotracker.nd2,26,mitotracker,plate_2,D02
4AJD4NZ3X8,plate_2_D03_DAPI.nd2,64,DAPI,plate_2,D03
05GOFJJV86,plate_2_D03_GFP.nd2,42,GFP,plate_2,D03
H8MJAKXGEN,plate_2_D03_mitotracker.nd2,45,mitotracker,plate_2,D03
F9D9TVVSQB,plate_2_D04_DAPI.nd2,5,DAPI,plate_2,D04
9LD2MGU9O5,plate_2_D04_GFP.nd2,0,GFP,plate_2,D04
85KO1YMB34,plate_2_D04_mitotracker.nd2,92,mitotracker,plate_2,D04
NXCYUOPC83,plate_2_D05_DAPI.nd2,46,DAPI,plate_2,D05
1AQ8VXPPR9,plate_2_D05_GFP.nd2,67,GFP,plate_2,D05
OER4DIPH4N,plate_2_D05_mitotracker.nd2,2,mitotracker,plate_2,D05
V2MW9O5Z9W,plate_2_D06_DAPI.nd2,94,DAPI,plate_2,D06
G0Y80CU9ZH,plate_2_D06_GFP.nd2,75,GFP,plate_2,D06
DHC04FVZXM,plate_2_D06_mitotracker.nd2,30,mitotracker,plate_2,D06
MN77FOFS35,plate_2_D07_DAPI.nd2,80,DAPI,plate_2,D07
IK4CB1DCW8,plate_2_D07_GFP.nd2,89,GFP,plate_2,D07
7FJSEMMFYC,plate_2_D07_mitotracker.nd2,47,mitotracker,plate_2,D07
PKLM5FZ5PG,plate_2_D08_DAPI.nd2,84,DAPI,plate_2,D08
W7YAE9QPJT,plate_2_D08_GFP.nd2,46,GFP,plate_2,D08
ZNSHCUTL21,plate_2_D08_mitotracker.nd2,88,mitotracker,plate_2,D08
2SEYYZP4HY,plate_2_D09_DAPI.nd2,4,DAPI,plate_2,D09
D12XNZ81OJ,plate_2_D09_GFP.nd2,43,GFP,plate_2,D09
C5G0WQOVE6,plate_2_D09_mitotracker.nd2,32,mitotracker,plate_2,D09
6Y0H8WV9F1,plate_2_D10_DAPI.nd2,49,DAPI,plate_2,D10
FVYNT6ZPY2,plate_2_D10_GFP.nd2,92,GFP,plate_2,D10
Z3K55OEU3T,plate_2_D10_mitotracker.nd2,59,mitotracker,plate_2,D10
I967XAD2IJ,plate_2_D11_DAPI.nd2,36,DAPI,plate_2,D11
ZFIVSFJCJK,plate_2_D11_GFP.nd2,63,GFP,plate_2,D11
2H416C6VED,plate_2_D11_mitotracker.nd2,21,mitotracker,plate_2,D11
9NJKWRWQ2H,plate_2_D12_DAPI.nd2,91,DAPI,plate_2,D12
OHWWJSN9PP,plate_2_D12_GFP.nd2,2,GFP,plate_2,D12
7UZDP8OOSD,plate_2_D12_mitotracker.nd2,83,mitotracker,plate_2,D12
M8O78O94XR,plate_2_E01_DAPI.nd2,61,DAPI,plate_2,E01
3YZWR0OPCR,plate_2_E01_GFP.nd2,65,GFP,plate_2,E01
GCYIJBXXX3,plate_2_E01_mitotracker.nd2,36,mitotracker,plate_2,E01
K15CARTX3A,plate_2_E02_DAPI.nd2,96,DAPI,plate_2,E02
AY8O5NB3MT,plate_2_E02_GFP.nd2,63,GFP,plate_2,E02
Z98JJFW3LP,plate_2_E02_mitotracker.nd2,76,mitotracker,plate_2,E02
7IFRDW8XIO,plate_2_E03_DAPI.nd2,14,DAPI,plate_2,E03
QELQTXUFAS,plate_2_E03_GFP.nd2,56,GFP,plate_2,E03
RRGNMR4IB5,plate_2_E03_mitotracker.nd2,33,mitotracker,plate_2,E03
STN3UJPFVO,plate_2_E04_DAPI.nd2,27,DAPI,plate_2,E04
TMDXOVGCNB,plate_2_E04_GFP.nd2,85,GFP,plate_2,E04
QJJ5Q4NTTP,plate_2_E04_mitotracker.nd2,18,mitotracker,plate_2,E04
5QKCW2CN2V,plate_2_E05_DAPI.nd2,52,DAPI,plate_2,E05
EBFY6ASP8O,plate_2_E05_GFP.nd2,81,GFP,plate_2,E05
DFB2QR9AKF,plate_2_E05_mitotracker.nd2,64,mitotracker,plate_2,E05
HYHMFAM73G,plate_2_E06_DAPI.nd2,19,DAPI,plate_2,E06
G911XGSCUZ,plate_2_E06_GFP.nd2,29,GFP,plate_2,E06
GPW2Y9POSK,plate_2_E06_mitotracker.nd2,69,mitotracker,plate_2,E06
83GI3YUG4U,plate_2_E07_DAPI.nd2,71,DAPI,plate_2,E07
ARU2Z4JAPS,plate_2_E07_GFP.nd2,80,GFP,plate_2,E07
DDA789OY84,plate_2_E07_mitotracker.nd2,77,mitotracker,plate_2,E07
1KNLOL27TX,plate_2_E08_DAPI.nd2,3,DAPI,plate_2,E08
010V8AKJVG,plate_2_E08_GFP.nd2,35,GFP,plate_2,E08
DXFDT5UKG4,plate_2_E08_mitotracker.nd2,40,mitotracker,plate_2,E08
H39YZ5FB1U,plate_2_E09_DAPI.nd2,80,DAPI,plate_2,E09
C1UOJ2DPT4,plate_2_E09_GFP.nd2,72,GFP,plate_2,E09
2PNUQU7NMC,plate_2_E09_mitotracker.nd2,79,mitotracker,plate_2,E09
EL8BW4KDOC,plate_2_E10_DAPI.nd2,52,DAPI,plate_2,E10
36PKDITK84,plate_2_E10_GFP.nd2,12,GFP,plate_2,E10
4Q5B0WSS1D,plate_2_E10_mitotracker.nd2,7,mitotracker,plate_2,E10
1JBVCFN509,plate_2_E11_DAPI.nd2,25,DAPI,plate_2,E11
UZK2QUX08V,plate_2_E11_GFP.nd2,80,GFP,plate_2,E11
NLTAHUSWN8,plate_2_E11_mitotracker.nd2,35,mitotracker,plate_2,E11
F2U0J0GCMV,plate_2_E12_DAPI.nd2,39,DAPI,plate_2,E12
58TPU6BXVN,plate_2_E12_GFP.nd2,47,GFP,plate_2,E12
N6IG8LJ65L,plate_2_E12_mitotracker.nd2,12,mitotracker,plate_2,E12
ZDAZJ38BV0,plate_2_F01_DAPI.nd2,76,DAPI,plate_2,F01
U4SO9ZO3D7,plate_2_F01_GFP.nd2,27,GFP,plate_2,F01
2E2EVRCMAY,plate_2_F01_mitotracker.nd2,65,mitotracker,plate_2,F01
EY8E3SF8H3,plate_2_F02_DAPI.nd2,3,DAPI,plate_2,F02
CPK3W3Y1UW,plate_2_F02_GFP.nd2,93,GFP,plate_2,F02
F1GS1GMVHG,plate_2_F02_mitotracker.nd2,83,mitotracker,plate_2,F02
3Q8J450BZH,plate_2_F03_DAPI.nd2,93,DAPI,plate_2,F03
F3RC05OCF4,plate_2_F03_GFP.nd2,40,GFP,plate_2,F03
TUD0ZKDLN7,plate_2_F03_mitotracker.nd2,76,mitotracker,plate_2,F03
YHXB5AE17U,plate_2_F04_DAPI.nd2,62,DAPI,plate_2,F04
8XXFIAEYZR,plate_2_F04_GFP.nd2,68,GFP,plate_2,F04
PVFBKR2EUQ,plate_2_F04_mitotracker.nd2,76,mitotracker,plate_2,F04
02HJP44RU7,plate_2_F05_DAPI.nd2,79,DAPI,plate_2,F05
R9DSVD0M7P,plate_2_F05_GFP.nd2,57,GFP,plate_2,F05
3W3H7X73S0,plate_2_F05_mitotracker.nd2,67,mitotracker,plate_2,F05
6F6VWE99UF,plate_2_F06_DAPI.nd2,23,DAPI,plate_2,F06
4EATFAW3FI,plate_2_F06_GFP.nd2,9,GFP,plate_2,F06
P7FM3OTLKF,plate_2_F06_mitotracker.nd2,98,mitotracker,plate_2,F06
G01X0B2DAN,plate_2_F07_DAPI.nd2,70,DAPI,plate_2,F07
03U98POBBL,plate_2_F07_GFP.nd2,100,GFP,plate_2,F07
DMWW4VO9YU,plate_2_F07_mitotracker.nd2,50,mitotracker,plate_2,F07
HCB0S3O9AD,plate_2_F08_DAPI.nd2,88,DAPI,plate_2,F08
KJUEBRUWCM,plate_2_F08_GFP.nd2,95,GFP,plate_2,F08
NSQDGZUUZ5,plate_2_F08_mitotracker.nd2,30,mitotracker,plate_2,F08
PN6Q36FULO,plate_2_F09_DAPI.nd2,30,DAPI,plate_2,F09
JURUXZUXK6,plate_2_F09_GFP.nd2,97,GFP,plate_2,F09
ERFRP5H2G7,plate_2_F09_mitotracker.nd2,24,mitotracker,plate_2,F09
MSEPPF33HP,plate_2_F10_DAPI.nd2,94,DAPI,plate_2,F10
JFW06JTX7Y,plate_2_F10_GFP.nd2,24,GFP,plate_2,F10
VSMWJYX540,plate_2_F10_mitotracker.nd2,49,mitotracker,plate_2,F10
HIDZHICJR7,plate_2_F11_DAPI.nd2,8,DAPI,plate_2,F11
8ML8ERV1HE,plate_2_F11_GFP.nd2,60,GFP,plate_2,F11
HRSWP7KGN2,plate_2_F11_mitotracker.nd2,8,mitotracker,plate_2,F11
X4YAN1X4WD,plate_2_F12_DAPI.nd2,28,DAPI,plate_2,F12
LV85ZDW4N2,plate_2_F12_GFP.nd2,28,GFP,plate_2,F12
7RN5CGSGCA,plate_2_F12_mitotracker.nd2,46,mitotracker,plate_2,F12
HDDG2N8I0X,plate_2_G01_DAPI.nd2,37,DAPI,plate_2,G01
3ZSDHGK4FN,plate_2_G01_GFP.nd2,93,GFP,plate_2,G01
DINSTFFFNP,plate_2_G01_mitotracker.nd2,1,mitotracker,plate_2,G01
SB8LNCGE9A,plate_2_G02_DAPI.nd2,86,DAPI,plate_2,G02
ERKNHUM27A,plate_2_G02_GFP.nd2,43,GFP,plate_2,G02
YGXBCGP8U1,plate_2_G02_mitotracker.nd2,88,mitotracker,plate_2,G02
ZVAA0JH1NA,plate_2_G03_DAPI.nd2,72,DAPI,plate_2,G03
FDUZK5UGCW,plate_2_G03_GFP.nd2,26,GFP,plate_2,G03
ATMVMRU2K4,plate_2_G03_mitotracker.nd2,14,mitotracker,plate_2,G03
2C6KSVO9WU,plate_2_G04_DAPI.nd2,6,DAPI,plate_2,G04
SXA0UQ6M2X,plate_2_G04_GFP.nd2,4,GFP,plate_2,G04
2WPODWFRZZ,plate_2_G04_mitotracker.nd2,67,mitotracker,plate_2,G04
RBNRO7R97Z,plate_2_G05_DAPI.nd2,3,DAPI,plate_2,G05
VV8NWNYOR5,plate_2_G05_GFP.nd2,3,GFP,plate_2,G05
F7U5NW7AOR,plate_2_G05_mitotracker.nd2,10,mitotracker,plate_2,G05
HD00M9AKPX,plate_2_G06_DAPI.nd2,97,DAPI,plate_2,G06
NA6KL52BGC,plate_2_G06_GFP.nd2,40,GFP,plate_2,G06
WFX4NN4ZR8,plate_2_G06_mitotracker.nd2,43,mitotracker,plate_2,G06
YXKDWY8YDX,plate_2_G07_DAPI.nd2,42,DAPI,plate_2,G07
I2H2O6Z7G3,plate_2_G07_GFP.nd2,33,GFP,plate_2,G07
P3YLEV4TDG,plate_2_G07_mitotracker.nd2,40,mitotracker,plate_2,G07
1QPH3JD52E,plate_2_G08_DAPI.nd2,11,DAPI,plate_2,G08
4YP7PZSUS2,plate_2_G08_GFP.nd2,67,GFP,plate_2,G08
GTQQRZ87B2,plate_2_G08_mitotracker.nd2,84,mitotracker,plate_2,G08
W4WSYTLWB0,plate_2_G09_DAPI.nd2,85,DAPI,plate_2,G09
7FR6X3M8ZT,plate_2_G09_GFP.nd2,38,GFP,plate_2,G09
9GJMQQRA7U,plate_2_G09_mitotracker.nd2,2,mitotracker,plate_2,G09
OB45ZEAKFU,plate_2_G10_DAPI.nd2,66,DAPI,plate_2,G10
EP9G6I7DZS,plate_2_G10_GFP.nd2,58,GFP,plate_2,G10
HTB0KG9MJR,plate_2_G10_mitotracker.nd2,39,mitotracker,plate_2,G10
6CWG6CYJ9T,plate_2_G11_DAPI.nd2,68,DAPI,plate_2,G11
0NTKRNNJ4U,plate_2_G11_GFP.nd2,58,GFP,plate_2,G11
67DZXVRCXG,plate_2_G11_mitotracker.nd2,6,mitotracker,plate_2,G11
KL0RJJGNUZ,plate_2_G12_DAPI.nd2,54,DAPI,plate_2,G12
T0JHHCYUV3,plate_2_G12_GFP.nd2,41,GFP,plate_2,G12
F2PFLV0KKR,plate_2_G12_mitotracker.nd2,16,mitotracker,plate_2,G12
IKQJVMD7OI,plate_2_H01_DAPI.nd2,36,DAPI,plate_2,H01
GXPYZE4J0O,plate_2_H01_GFP.nd2,9,GFP,plate_2,H01
3JV846HXUK,plate_2_H01_mitotracker.nd2,38,mitotracker,plate_2,H01
RTR26O64VJ,plate_2_H02_DAPI.nd2,33,DAPI,plate_2,H02
G4NZM72CB2,plate_2_H02_GFP.nd2,48,GFP,plate_2,H02
WYKIWN4MFI,plate_2_H02_mitotracker.nd2,14,mitotracker,plate_2,H02
XSA3A3G0YV,plate_2_H03_DAPI.nd2,18,DAPI,plate_2,H03
02GY5IPO3H,plate_2_H03_GFP.nd2,61,GFP,plate_2,H03
7ZLM5F6Q6J,plate_2_H03_mitotracker.nd2,27,mitotracker,plate_2,H03
6UKRHTCS6M,plate_2_H04_DAPI.nd2,25,DAPI,plate_2,H04
Y1DUSYF4JF,plate_2_H04_GFP.nd2,32,GFP,plate_2,H04
XRMR78Z0IW,plate_2_H04_mitotracker.nd2,65,mitotracker,plate_2,H04
72KXZVN0EY,plate_2_H05_DAPI.nd2,13,DAPI,plate_2,H05
F1HMSV0RTP,plate_2_H05_GFP.nd2,29,GFP,plate_2,H05
EF5YCR5XHQ,plate_2_H05_mitotracker.nd2,12,mitotracker,plate_2,H05
DCFI468QWH,plate_2_H06_DAPI.nd2,63,DAPI,plate_2,H06
JXIXPLHVKI,plate_2_H06_GFP.nd2,83,GFP,plate_2,H06
MJ8UDEUG1W,plate_2_H06_mitotracker.nd2,0,mitotracker,plate_2,H06
4GNV8AUNZZ,plate_2_H07_DAPI.nd2,72,DAPI,plate_2,H07
JWSY83IZR4,plate_2_H07_GFP.nd2,24,GFP,plate_2,H07
GJA05KS3EL,plate_2_H07_mitotracker.nd2,98,mitotracker,plate_2,H07
50HGN2K29Y,plate_2_H08_DAPI.nd2,49,DAPI,plate_2,H08
EYW4DG8ASP,plate_2_H08_GFP.nd2,55,GFP,plate_2,H08
1CDOZ504AW,plate_2_H08_mitotracker.nd2,28,mitotracker,plate_2,H08
9X09Y11HXC,plate_2_H09_DAPI.nd2,63,DAPI,plate_2,H09
7AHHDI1DKN,plate_2_H09_GFP.nd2,19,GFP,plate_2,H09
DSNQ14L3BM,plate_2_H09_mitotracker.nd2,53,mitotracker,plate_2,H09
D7P3GJLSPX,plate_2_H10_DAPI.nd2,0,DAPI,plate_2,H10
FGIRUX2KW1,plate_2_H10_GFP.nd2,39,GFP,plate_2,H10
MF6J3QAG1X,plate_2_H10_mitotracker.nd2,29,mitotracker,plate_2,H10
054LQL8C0E,plate_2_H11_DAPI.nd2,11,DAPI,plate_2,H11
RRNCM9RCWK,plate_2_H11_GFP.nd2,5,GFP,plate_2,H11
LGUUFFX0X3,plate_2_H11_mitotracker.nd2,11,mitotracker,plate_2,H11
XMZ587DBZ8,plate_2_H12_DAPI.nd2,59,DAPI,plate_2,H12
GIL829HF00,plate_2_H12_GFP.nd2,4,GFP,plate_2,H12
RI2HO62NAY,plate_2_H12_mitotracker.nd2,85,mitotracker,plate_2,H12
AYPOJPLRG2,plate_3_A01_DAPI.nd2,35,DAPI,plate_3,A01
GO114L0ZR4,plate_3_A01_GFP.nd2,37,GFP,plate_3,A01
8HT5EA4Q5Q,plate_3_A01_mitotracker.nd2,72,mitotracker,plate_3,A01
62RIZ3OL0D,plate_3_A02_DAPI.nd2,76,DAPI,plate_3,A02
31T79LG8UW,plate_3_A02_GFP.nd2,37,GFP,plate_3,A02
9UN1F4ZL5E,plate_3_A02_mitotracker.nd2,12,mitotracker,plate_3,A02
JTSY84GHXG,plate_3_A03_DAPI.nd2,38,DAPI,plate_3,A03
QAGRB7SJ5A,plate_3_A03_GFP.nd2,55,GFP,plate_3,A03
NSGZ49X06X,plate_3_A03_mitotracker.nd2,49,mitotracker,plate_3,A03
I8E299LCVH,plate_3_A04_DAPI.nd2,80,DAPI,plate_3,A04
VX6Y9INI24,plate_3_A04_GFP.nd2,78,GFP,plate_3,A04
FOL1WEAHWZ,plate_3_A04_mitotracker.nd2,67,mitotracker,plate_3,A04
00BIE60XNU,plate_3_A05_DAPI.nd2,13,DAPI,plate_3,A05
L3D05D1BJU,plate_3_A05_GFP.nd2,12,GFP,plate_3,A05
XEQLP3SDXJ,plate_3_A05_mitotracker.nd2,29,mitotracker,plate_3,A05
SLYS3PDC5Y,plate_3_A06_DAPI.nd2,32,DAPI,plate_3,A06
H6CGPQTP1K,plate_3_A06_GFP.nd2,49,GFP,plate_3,A06
J3FDONB9US,plate_3_A06_mitotracker.nd2,53,mitotracker,plate_3,A06
O8RGO5DPDK,plate_3_A07_DAPI.nd2,75,DAPI,plate_3,A07
C56UGU3ZLR,plate_3_A07_GFP.nd2,81,GFP,plate_3,A07
L39FRMXBIX,plate_3_A07_mitotracker.nd2,62,mitotracker,plate_3,A07
NEIGAWA20D,plate_3_A08_DAPI.nd2,5,DAPI,plate_3,A08
RTCKQ32DT9,plate_3_A08_GFP.nd2,55,GFP,plate_3,A08
K5IMSXKQ06,plate_3_A08_mitotracker.nd2,38,mitotracker,plate_3,A08
8Z2WP8CLQQ,plate_3_A09_DAPI.nd2,73,DAPI,plate_3,A09
1BIPMG0INA,plate_3_A09_GFP.nd2,89,GFP,plate_3,A09
0SZDW4WP5G,plate_3_A09_mitotracker.nd2,69,mitotracker,plate_3,A09
DIKFO2SMP2,plate_3_A10_DAPI.nd2,0,DAPI,plate_3,A10
N0LFHWDOZZ,plate_3_A10_GFP.nd2,12,GFP,plate_3,A10
E7LDXYIYMW,plate_3_A10_mitotracker.nd2,30,mitotracker,plate_3,A10
WQS6SY6N3B,plate_3_A11_DAPI.nd2,48,DAPI,plate_3,A11
GFENOBXUFW,plate_3_A11_GFP.nd2,10,GFP,plate_3,A11
7X1J0MXTN9,plate_3_A11_mitotracker.nd2,73,mitotracker,plate_3,A11
NGNVCQT5C4,plate_3_A12_DAPI.nd2,5,DAPI,plate_3,A12
4HYVCSRURY,plate_3_A12_GFP.nd2,43,GFP,plate_3,A12
K32AJNL5FI,plate_3_A12_mitotracker.nd2,99,mitotracker,plate_3,A12
VOAR5NGSD7,plate_3_B01_DAPI.nd2,14,DAPI,plate_3,B01
K4GIVW6EAS,plate_3_B01_GFP.nd2,16,GFP,plate_3,B01
VT0LQGF0ZX,plate_3_B01_mitotracker.nd2,9,mitotracker,plate_3,B01
8GDMYWJLPH,plate_3_B02_DAPI.nd2,18,DAPI,plate_3,B02
R2QPHT116I,plate_3_B02_GFP.nd2,86,GFP,plate_3,B02
FNHSMQT2NH,plate_3_B02_mitotracker.nd2,27,mitotracker,plate_3,B02
SZNMKOHXM7,plate_3_B03_DAPI.nd2,39,DAPI,plate_3,B03
Q2YLBDWQEY,plate_3_B03_GFP.nd2,3,GFP,plate_3,B03
0WJQE12999,plate_3_B03_mitotracker.nd2,57,mitotracker,plate_3,B03
N2WXV5WYXR,plate_3_B04_DAPI.nd2,55,DAPI,plate_3,B04
SMSKN0RC7G,plate_3_B04_GFP.nd2,91,GFP,plate_3,B04
C949WOEX8J,plate_3_B04_mitotracker.nd2,38,mitotracker,plate_3,B04
TJB44N4PIG,plate_3_B05_DAPI.nd2,26,DAPI,plate_3,B05
J508X064BO,plate_3_B05_GFP.nd2,94,GFP,plate_3,B05
M0G313VENM,plate_3_B05_mitotracker.nd2,67,mitotracker,plate_3,B05
BL0D9GO2EB,plate_3_B06_DAPI.nd2,19,DAPI,plate_3,B06
WT4BNERCF2,plate_3_B06_GFP.nd2,23,GFP,plate_3,B06
157K73XC0B,plate_3_B06_mitotracker.nd2,49,mitotracker,plate_3,B06
QBOZWZSTBJ,plate_3_B07_DAPI.nd2,78,DAPI,plate_3,B07
LAWJ9KWOTS,plate_3_B07_GFP.nd2,33,GFP,plate_3,B07
WCZ962UFG9,plate_3_B07_mitotracker.nd2,5,mitotracker,plate_3,B07
NFK1YGU0MU,plate_3_B08_DAPI.nd2,14,DAPI,plate_3,B08
9992LX1T5P,plate_3_B08_GFP.nd2,24,GFP,plate_3,B08
HEO0O17SB5,plate_3_B08_mitotracker.nd2,2,mitotracker,plate_3,B08
3JJCC3LL7S,plate_3_B09_DAPI.nd2,39,DAPI,plate_3,B09
7C7P31DL78,plate_3_B09_GFP.nd2,40,GFP,plate_3,B09
NJHIN46X6B,plate_3_B09_mitotracker.nd2,6,mitotracker,plate_3,B09
I1A39KF8QB,plate_3_B10_DAPI.nd2,34,DAPI,plate_3,B10
ILPXYWLGSP,plate_3_B10_GFP.nd2,26,GFP,plate_3,B10
JKUQD6IIPL,plate_3_B10_mitotracker.nd2,74,mitotracker,plate_3,B10
Y37AEUFZDE,plate_3_B11_DAPI.nd2,28,DAPI,plate_3,B11
V99FZSEMRE,plate_3_B11_GFP.nd2,74,GFP,plate_3,B11
CGIRPGLDHB,plate_3_B11_mitotracker.nd2,57,mitotracker,plate_3,B11
B4J5PYNV1R,plate_3_B12_DAPI.nd2,65,DAPI,plate_3,B12
6GCRV49RTL,plate_3_B12_GFP.nd2,58,GFP,plate_3,B12
X61JXX56VI,plate_3_B12_mitotracker.nd2,43,mitotracker,plate_3,B12
W2GQ2JI15V,plate_3_C01_DAPI.nd2,74,DAPI,plate_3,C01
FOEJCLR6EE,plate_3_C01_GFP.nd2,60,GFP,plate_3,C01
7T4VO3WWQN,plate_3_C01_mitotracker.nd2,47,mitotracker,plate_3,C01
DZERJQZT61,plate_3_C02_DAPI.nd2,38,DAPI,plate_3,C02
1KHRXFPCB8,plate_3_C02_GFP.nd2,46,GFP,plate_3,C02
55EW2FOTLG,plate_3_C02_mitotracker.nd2,92,mitotracker,plate_3,C02
7LYPBOJQJR,plate_3_C03_DAPI.nd2,82,DAPI,plate_3,C03
